Name	En	Exp	Diff	Rec Combat	Stamina		SB Reward 5-1	SB#5-1	SB Reward 5-2	SB#5-2	SB Reward 5-3	SB#5-3	SB Reward 5-4	SB#5-4	SB Reward 5-5	SB#5-5	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Dungeon1	Dungeon2	Dungeon3	Dungeon4	Dungeon5	Dungeon6	Tower1	T#1	Tower2	T#2	Tower3	T#3	Tower4	T#4	Tower5	T#5	FDJP1	FDJP2	FDJP3	FDJP4	FDEN1	FDEN2	FDEN3	FDEN4	Fake News	Limited	Training Quest Name	Training Quest Name_EN	Quest Type	Score Battle ID
小滝岩場[危険度：VIII]	Kotaki Cliffs [Danger Level: VIII]	0		11600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Palma Bark	Evihibrow	Rapier Fish	Sawe Fish	Nectar Springwater	Ancient Blue Water	Gems	50									火属性スキルダメージ+40%	突属性ブレイクダメージ+40%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Pierce break damage +40%	When attacking weakness, Burst skill damage +75%		-100				3	
小滝岩場[危険度：IX]	Kotaki Cliffs [Danger Level: IX]	0		12400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Palma Bark	Evihibrow	Rapier Fish	Sawe Fish	Nectar Springwater	Ancient Blue Water	Gems	50									火属性スキルダメージ+40%	突属性ブレイクダメージ+40%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Pierce break damage +40%	When attacking weakness, Burst skill damage +75%		-100				3	
回廊[危険度：I]	Cloister [Danger Level: I]	0		7800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Rapture	Smech	Fragrant Chips	Holy Twisted Branch	Broken Rock	Ruins Stone	Gems	50									突属性スキルダメージ+20%	単体攻撃のスキルダメージ+10%	WEAK攻撃時、スキルダメージ+30%		Pierce skill damage +20%	Skill damage +10% for Single Target attacks	When attacking weakness, Skill damage +30%		-100				3	
回廊[危険度：II]	Cloister [Danger Level: II]	0		8550	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Rapture	Smech	Fragrant Chips	Holy Twisted Branch	Broken Rock	Ruins Stone	Gems	50									突属性スキルダメージ+20%	単体攻撃のスキルダメージ+10%	WEAK攻撃時、スキルダメージ+30%		Pierce skill damage +20%	Skill damage +10% for Single Target attacks	When attacking weakness, Skill damage +30%		-100				3	
回廊[危険度：III]	Cloister [Danger Level: III]	0		9250	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Smech	Ruins Fish	Holy Twisted Branch	Wicked Twisted Branch	Ruins Stone	Flashy Stone	Gems	50									突属性スキルダメージ+30%	単体攻撃のスキルダメージ+20%	WEAK攻撃時、スキルダメージ+50%		Pierce skill damage +30%	Skill damage +20% for Single Target attacks	When attacking weakness, Skill damage +50%		-100				3	
回廊[危険度：IV]	Cloister [Danger Level: IV]	0		9850	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Smech	Ruins Fish	Holy Twisted Branch	Wicked Twisted Branch	Ruins Stone	Flashy Stone	Gems	50									突属性スキルダメージ+30%	単体攻撃のスキルダメージ+20%	WEAK攻撃時、スキルダメージ+50%		Pierce skill damage +30%	Skill damage +20% for Single Target attacks	When attacking weakness, Skill damage +50%		-100				3	
回廊[危険度：V]	Cloister [Danger Level: V]	0		10400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ruins Fish	Elder Butterfly Fish	Wicked Twisted Branch	Branching Trunk	Flashy Stone	Unknown Pyroxene	Gems	50									突属性スキルダメージ+40%	単体攻撃のスキルダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Pierce skill damage +40%	Skill damage +30% for Single Target attacks	When attacking weakness, Skill damage +75%		-100				3	
回廊[危険度：VI]	Cloister [Danger Level: VI]	0		11000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ruins Fish	Elder Butterfly Fish	Wicked Twisted Branch	Branching Trunk	Flashy Stone	Unknown Pyroxene	Gems	50									突属性スキルダメージ+40%	単体攻撃のスキルダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Pierce skill damage +40%	Skill damage +30% for Single Target attacks	When attacking weakness, Skill damage +75%		-100				3	
回廊[危険度：VII]	Cloister [Danger Level: VII]	0		11550	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ruins Fish	Elder Butterfly Fish	Wicked Twisted Branch	Branching Trunk	Flashy Stone	Unknown Pyroxene	Gems	50									突属性スキルダメージ+40%	単体攻撃のスキルダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Pierce skill damage +40%	Skill damage +30% for Single Target attacks	When attacking weakness, Skill damage +75%		-100				3	
回廊[危険度：VIII]	Cloister [Danger Level: VIII]	0		12100	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ruins Fish	Elder Butterfly Fish	Wicked Twisted Branch	Branching Trunk	Flashy Stone	Unknown Pyroxene	Gems	50									突属性スキルダメージ+40%	単体攻撃のスキルダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Pierce skill damage +40%	Skill damage +30% for Single Target attacks	When attacking weakness, Skill damage +75%		-100				3	
回廊[危険度：IX]	Cloister [Danger Level: IX]	0		12700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ruins Fish	Elder Butterfly Fish	Wicked Twisted Branch	Branching Trunk	Flashy Stone	Unknown Pyroxene	Gems	50									突属性スキルダメージ+40%	単体攻撃のスキルダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Pierce skill damage +40%	Skill damage +30% for Single Target attacks	When attacking weakness, Skill damage +75%		-100				3	
追憶の間[危険度：I]	Chamber of Recollection [Danger Level: I]	0		8000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Fragrant Chips	Decayed Log	Rapture	Living Fossil	Crevice Grass	Decayed Branch	Gems	50									プラス効果が付与された時、効果量+10%	行動後、スキルダメージ+5%	WEAK攻撃時、バーストスキルダメージ+30%		When giving a stat buff, +10% increased effect	After your turn, Skill damage +5%	When attacking weakness, Burst skill damage +30%		-100				3	
追憶の間[危険度：II]	Chamber of Recollection [Danger Level: II]	0		8700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Fragrant Chips	Decayed Log	Rapture	Living Fossil	Crevice Grass	Decayed Branch	Gems	50									プラス効果が付与された時、効果量+10%	行動後、スキルダメージ+5%	WEAK攻撃時、バーストスキルダメージ+30%		When giving a stat buff, +10% increased effect	After your turn, Skill damage +5%	When attacking weakness, Burst skill damage +30%		-100				3	
追憶の間[危険度：III]	Chamber of Recollection [Danger Level: III]	0		9400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Decayed Log	Dazzling Lumber	Living Fossil	Blast Fish	Decayed Branch	Gathering Leaf	Gems	50									プラス効果が付与された時、効果量+20%	行動後、スキルダメージ+10%	WEAK攻撃時、バーストスキルダメージ+50%		When giving a stat buff, +20% increased effect	After your turn, Skill damage +10%	When attacking weakness, Burst skill damage +50%		-100				3	
追憶の間[危険度：IV]	Chamber of Recollection [Danger Level: IV]	0		10000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Decayed Log	Dazzling Lumber	Living Fossil	Blast Fish	Decayed Branch	Gathering Leaf	Gems	50									プラス効果が付与された時、効果量+20%	行動後、スキルダメージ+10%	WEAK攻撃時、バーストスキルダメージ+50%		When giving a stat buff, +20% increased effect	After your turn, Skill damage +10%	When attacking weakness, Burst skill damage +50%		-100				3	
追憶の間[危険度：V]	Chamber of Recollection [Danger Level: V]	0		10550	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dazzling Lumber	Ancient Log	Blast Fish	Ancient Sacred Fish	Gathering Leaf	Guiding Flower	Gems	50									プラス効果が付与された時、効果量+30%	行動後、スキルダメージ+15%	WEAK攻撃時、バーストスキルダメージ+75%		When giving a stat buff, +30% increased effect	After your turn, Skill damage +15%	When attacking weakness, Burst skill damage +75%		-100				3	
追憶の間[危険度：VI]	Chamber of Recollection [Danger Level: VI]	0		11100	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dazzling Lumber	Ancient Log	Blast Fish	Ancient Sacred Fish	Gathering Leaf	Guiding Flower	Gems	50									プラス効果が付与された時、効果量+30%	行動後、スキルダメージ+15%	WEAK攻撃時、バーストスキルダメージ+75%		When giving a stat buff, +30% increased effect	After your turn, Skill damage +15%	When attacking weakness, Burst skill damage +75%		-100				3	
追憶の間[危険度：VII]	Chamber of Recollection [Danger Level: VII]	0		11700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dazzling Lumber	Ancient Log	Blast Fish	Ancient Sacred Fish	Gathering Leaf	Guiding Flower	Gems	50									プラス効果が付与された時、効果量+30%	行動後、スキルダメージ+15%	WEAK攻撃時、バーストスキルダメージ+75%		When giving a stat buff, +30% increased effect	After your turn, Skill damage +15%	When attacking weakness, Burst skill damage +75%		-100				3	
追憶の間[危険度：VIII]	Chamber of Recollection [Danger Level: VIII]	0		12250	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dazzling Lumber	Ancient Log	Blast Fish	Ancient Sacred Fish	Gathering Leaf	Guiding Flower	Gems	50									プラス効果が付与された時、効果量+30%	行動後、スキルダメージ+15%	WEAK攻撃時、バーストスキルダメージ+75%		When giving a stat buff, +30% increased effect	After your turn, Skill damage +15%	When attacking weakness, Burst skill damage +75%		-100				3	
追憶の間[危険度：IX]	Chamber of Recollection [Danger Level: IX]	0		12800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dazzling Lumber	Ancient Log	Blast Fish	Ancient Sacred Fish	Gathering Leaf	Guiding Flower	Gems	50									プラス効果が付与された時、効果量+30%	行動後、スキルダメージ+15%	WEAK攻撃時、バーストスキルダメージ+75%		When giving a stat buff, +30% increased effect	After your turn, Skill damage +15%	When attacking weakness, Burst skill damage +75%		-100				3	
灰色の裾[危険度：I]	Ashen Foothills [Danger Level: I]	0		8200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Stars Seven	Spirit Isopod	Magma Powder	Carbonized Bark	Crimson Ore	Jasper Ore	Gems	50									自身のHPが70%以上の時、スキルダメージ+5%	強化効果が付与された時、効果量+10%	WEAK攻撃時、スキルダメージ+30%		Unique Translations 341	Unique Translations 344	When attacking weakness, Skill damage +30%		-100				3	
灰色の裾[危険度：II]	Ashen Foothills [Danger Level: II]	0		8900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Stars Seven	Spirit Isopod	Magma Powder	Carbonized Bark	Crimson Ore	Jasper Ore	Gems	50									自身のHPが70%以上の時、スキルダメージ+5%	強化効果が付与された時、効果量+10%	WEAK攻撃時、スキルダメージ+30%		Unique Translations 341	Unique Translations 344	When attacking weakness, Skill damage +30%		-100				3	
灰色の裾[危険度：III]	Ashen Foothills [Danger Level: III]	0		9500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spirit Isopod	Soldier Grasshopper	Carbonized Bark	Schlank	Jasper Ore	Phlogiston	Gems	50									自身のHPが70%以上の時、スキルダメージ+10%	強化効果が付与された時、効果量+20%	WEAK攻撃時、スキルダメージ+50%		Unique Translations 342	Unique Translations 345	When attacking weakness, Skill damage +50%		-100				3	
灰色の裾[危険度：IV]	Ashen Foothills [Danger Level: IV]	0		10000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spirit Isopod	Soldier Grasshopper	Carbonized Bark	Schlank	Jasper Ore	Phlogiston	Gems	50									自身のHPが70%以上の時、スキルダメージ+10%	強化効果が付与された時、効果量+20%	WEAK攻撃時、スキルダメージ+50%		Unique Translations 342	Unique Translations 345	When attacking weakness, Skill damage +50%		-100				3	
灰色の裾[危険度：V]	Ashen Foothills [Danger Level: V]	0		10650	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spirit Isopod	Soldier Grasshopper	Carbonized Bark	Schlank	Jasper Ore	Phlogiston	Gems	50									自身のHPが70%以上の時、スキルダメージ+15%	強化効果が付与された時、効果量+30%	WEAK攻撃時、スキルダメージ+75%		Unique Translations 343	Unique Translations 346	When attacking weakness, Skill damage +75%		-100				3	
灰色の裾[危険度：VI]	Ashen Foothills [Danger Level: VI]	0		11300	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spirit Isopod	Soldier Grasshopper	Carbonized Bark	Schlank	Jasper Ore	Phlogiston	Gems	50									自身のHPが70%以上の時、スキルダメージ+15%	強化効果が付与された時、効果量+30%	WEAK攻撃時、スキルダメージ+75%		Unique Translations 343	Unique Translations 346	When attacking weakness, Skill damage +75%		-100				3	
灰色の裾[危険度：VII]	Ashen Foothills [Danger Level: VII]	0		12000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Soldier Grasshopper	Bomb Dragoon	Schlank	Fused Hardwood	Phlogiston	Holy Stone Fragment	Gems	50									自身のHPが70%以上の時、スキルダメージ+15%	強化効果が付与された時、効果量+30%	WEAK攻撃時、スキルダメージ+75%		Unique Translations 343	Unique Translations 346	When attacking weakness, Skill damage +75%		-100				3	
灰色の裾[危険度：VIII]	Ashen Foothills [Danger Level: VIII]	0		12800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Soldier Grasshopper	Bomb Dragoon	Schlank	Fused Hardwood	Phlogiston	Holy Stone Fragment	Gems	50									自身のHPが70%以上の時、スキルダメージ+15%	強化効果が付与された時、効果量+30%	WEAK攻撃時、スキルダメージ+75%		Unique Translations 343	Unique Translations 346	When attacking weakness, Skill damage +75%		-100				3	
灰色の裾[危険度：IX]	Ashen Foothills [Danger Level: IX]	0		13500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Soldier Grasshopper	Bomb Dragoon	Schlank	Fused Hardwood	Phlogiston	Holy Stone Fragment	Gems	50									自身のHPが70%以上の時、スキルダメージ+15%	強化効果が付与された時、効果量+30%	WEAK攻撃時、スキルダメージ+75%		Unique Translations 343	Unique Translations 346	When attacking weakness, Skill damage +75%		-100				3	
竜鳴の峰[危険度：I]	Dragon's Cry Peak [Danger Level: I]	0		8400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Stars Seven	Toxic Ant	Crimson Grass	Cinderella Grass	Crimson Ore	Red-hot Crystal	Gems	50									火属性スキルダメージ+20%	全体攻撃スキルダメージ+10%	WEAK攻撃時、バーストスキルダメージ+30%		Fire skill damage +20%	Area skill damage +10%	When attacking weakness, Burst skill damage +30%		-100				3	
竜鳴の峰[危険度：II]	Dragon's Cry Peak [Danger Level: II]	0		9000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Stars Seven	Toxic Ant	Crimson Grass	Cinderella Grass	Crimson Ore	Red-hot Crystal	Gems	50									火属性スキルダメージ+20%	全体攻撃スキルダメージ+10%	WEAK攻撃時、バーストスキルダメージ+30%		Fire skill damage +20%	Area skill damage +10%	When attacking weakness, Burst skill damage +30%		-100				3	
竜鳴の峰[危険度：III]	Dragon's Cry Peak [Danger Level: III]	0		9600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Toxic Ant	Spear Worm	Cinderella Grass	Bruyère	Red-hot Crystal	Jet Ore	Gems	50									火属性スキルダメージ+30%	全体攻撃スキルダメージ+20%	WEAK攻撃時、バーストスキルダメージ+50%		Fire skill damage +30%	Area skill damage +20%	When attacking weakness, Burst skill damage +50%		-100				3	
竜鳴の峰[危険度：IV]	Dragon's Cry Peak [Danger Level: IV]	0		10200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Toxic Ant	Spear Worm	Cinderella Grass	Bruyère	Red-hot Crystal	Jet Ore	Gems	50									火属性スキルダメージ+30%	全体攻撃スキルダメージ+20%	WEAK攻撃時、バーストスキルダメージ+50%		Fire skill damage +30%	Area skill damage +20%	When attacking weakness, Burst skill damage +50%		-100				3	
竜鳴の峰[危険度：V]	Dragon's Cry Peak [Danger Level: V]	0		10750	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Toxic Ant	Spear Worm	Cinderella Grass	Bruyère	Red-hot Crystal	Jet Ore	Gems	50									火属性スキルダメージ+40%	全体攻撃スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Area skill damage +30%	When attacking weakness, Burst skill damage +75%		-100				3	
竜鳴の峰[危険度：VI]	Dragon's Cry Peak [Danger Level: VI]	0		11400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Toxic Ant	Spear Worm	Cinderella Grass	Bruyère	Red-hot Crystal	Jet Ore	Gems	50									火属性スキルダメージ+40%	全体攻撃スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Area skill damage +30%	When attacking weakness, Burst skill damage +75%		-100				3	
竜鳴の峰[危険度：VII]	Dragon's Cry Peak [Danger Level: VII]	0		12200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spear Worm	Ferrous Morgue	Bruyère	Old Tree Branch	Jet Ore	Weich	Gems	50									火属性スキルダメージ+40%	全体攻撃スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Area skill damage +30%	When attacking weakness, Burst skill damage +75%		-100				3	
竜鳴の峰[危険度：VIII]	Dragon's Cry Peak [Danger Level: VIII]	0		12900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spear Worm	Ferrous Morgue	Bruyère	Old Tree Branch	Jet Ore	Weich	Gems	50									火属性スキルダメージ+40%	全体攻撃スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Area skill damage +30%	When attacking weakness, Burst skill damage +75%		-100				3	
竜鳴の峰[危険度：IX]	Dragon's Cry Peak [Danger Level: IX]	0		13700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Spear Worm	Ferrous Morgue	Bruyère	Old Tree Branch	Jet Ore	Weich	Gems	50									火属性スキルダメージ+40%	全体攻撃スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Area skill damage +30%	When attacking weakness, Burst skill damage +75%		-100				3	
1階	Floor 1	0		4300	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Honeypot Ant	10	Bitter Worm	1					火属性スキルダメージ+50%				Unique Translations 347				-100				4	
2階	Floor 2	0		4400	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Ashen Sand	10	Emerald Glass	1					斬属性スキルダメージ+50%				Unique Translations 348				-100				4	
3階	Floor 3	0		4600	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Fest	10	Quake Crystal	1					雷属性スキルダメージ+50%				Unique Translations 349				-100				4	
4階	Floor 4	0		4700	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Tall Taun	3	Magic Grass	3	Silver Beehive	3			打属性スキルダメージ+50%				Unique Translations 350				-100				4	
5階	Floor 5	0		5000	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Sacred Orb	1	Hiding Cloud	1	Dark Dew	1	Balloon Fish	1	敵がブレイクした時、自身のHPを5%回復				When you break an enemy, recover 5% HP				-100				4	
6階	Floor 6	0		5500	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Torch Grass	10	Bitter Worm	10	Emerald Glass	10			火属性スキルダメージ+50%				Unique Translations 347				-100				4	
7階	Floor 7	0		5900	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Torch Grass	10	Hiding Cloud	20					WEAK攻撃時、ブレイクダメージ+50%				When attacking weakness, Break damage +50%				-100				4	
8階	Floor 8	0		6300	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Torch Grass	10	Dark Dew	20					敵がブレイクした時、自身のHPを15%回復				When you break an enemy, recover 15% HP				-100				4	
9階	Floor 9	0		6600	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Torch Grass	10	Balloon Fish	20					ﾊﾞﾄﾙ開始時、自身に「受けるｽｷﾙﾀﾞﾒｰｼﾞ-50%」を1回攻撃を受けるまで付与				At the start of battle, gain the buff [Skill damage taken -50%] until you are attacked 1 time				-100				4	
10階	Floor 10	0		6900	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Sacred Orb	1	Seriole	15	Black Water	15			受けるダメージ+50%	スキルダメージ+30%			Damage taken +50%	Skill damage +30%			-100				4	
11階	Floor 11	0		7200	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Red Sand	10	Sweet Leaf	20					ターン開始時、自身のHPを20%回復	敵がﾌﾞﾚｲｸした時、味方全員のﾏｲﾅｽ効果を解除			Recover 20% of HP at start of turn	Unique Translations 193			-100				4	
12階	Floor 12	0		7500	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Red Sand	10	Star Ladybug	20					自身のHPが30%以下の時、ｽｷﾙﾀﾞﾒｰｼﾞ+200%				Unique Translations 194				-100				4	
13階	Floor 13	0		7800	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Red Sand	10	Stim Stone	20					WEAK攻撃時、ブレイクダメージ+50%				When attacking weakness, Break damage +50%				-100				4	
14階	Floor 14	0		8200	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Red Sand	10	Star Ladybug	20					火属性攻撃時、対象に「火傷」を付与	敵を撃破した時、味方全員のマイナス効果を解除	敵を撃破した時、敵全体のマイナス効果を解除	氷属性攻撃時、対象から受けるダメージ-30%	Unique Translations 195	Unique Translations 196	Unique Translations 197	Unique Translations 198	-100				4	
15階	Floor 15	0		8500	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Sacred Orb	1	Lakebottom Water	2	Spikey	2	Dried Lumber	2	敵が攻撃を受けた時、敵に「ｽｷﾙﾀﾞﾒｰｼﾞ+20%」を1回行動終了するまで付与	敵がﾌﾞﾚｲｸした時、敵に「ｽｷﾙﾀﾞﾒｰｼﾞ+50%」を1回行動終了するまで付与			Unique Translations 199	Unique Translations 200			-100				4	
16階	Floor 16	0		8900	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Ingot Bug	15	Tough Vine	20	Fairystone Fragment	20			敵ﾌﾞﾚｲｸ時、対象に「ﾌﾟﾗｽ効果無効」を3回ﾌﾟﾗｽ効果が付与されるまで付与	敵がブレイクした時、対象のプラス効果を解除			Unique Translations 201	Unique Translations 202			-100				4	
17階	Floor 17	0		9200	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Holy Arbor Branch	15	Sky Bubble	20	Fairystone Fragment	20			ﾊﾞﾄﾙ開始時、自身に「ｽｷﾙﾀﾞﾒｰｼﾞ+15%」を3回行動終了するまで付与	ﾊﾞﾄﾙ開始時、自身に「ｽｷﾙﾀﾞﾒｰｼﾞ+15%」を4回行動終了するまで付与	ﾊﾞﾄﾙ開始時、自身に「ｽｷﾙﾀﾞﾒｰｼﾞ+15%」を5回行動終了するまで付与	敵がブレイクした時、対象のプラス効果を解除	Unique Translations 203	Unique Translations 204	Unique Translations 205	Unique Translations 202	-100				4	
18階	Floor 18	0		9500	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Metal Ore	15	Tough Vine	20	Sky Bubble	20			バーストスキルダメージ+150%	敵がブレイクした時、対象のプラス効果を解除			Burst skill damage +150%	Unique Translations 202			-100				4	
19階	Floor 19	0		9800	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Chestnut Weevil	10	Black Water	10	Lakebottom Water	10			HP90%以上の時、毒の付与を無効化	ﾀｰﾝ開始時、自身に「毒」を3回行動開始するまで超高確率で付与			Unique Translations 207	Unique Translations 208			-100				4	
20階	Floor 20	0		10000	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Sacred Orb	2	Red Sand	20	Medicinal Moss	20	Sky Bubble	10	ターン開始時、自身のHPを10%回復	敵がブレイクした時、対象のプラス効果を解除			Recover 10% of HP at start of turn	Unique Translations 202			-100				4	
21階	Floor 21	0		10300	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Holy Arbor Branch	15	Worm Fish	15					氷属性攻撃時、ブレイクダメージ+20%				Unique Translations 210				-100				4	
22階	Floor 22	0		10400	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Ingot Bug	15	Amber Crystal	15					敵がﾏｲﾅｽ効果状態の時、ｽｷﾙﾀﾞﾒｰｼﾞ+20%				Unique Translations 211				-100				4	
23階	Floor 23	0		10650	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Holy Arbor Branch	15	Worm Fish	15					敵を撃破した時、スキルダメージ+20%				Unique Translations 212				-100				4	
24階	Floor 24	0		10750	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Metal Ore	15	Palma Fruit	15					自身がﾏｲﾅｽ効果状態の時、受けるHP回復量+30%	敵がﾌﾞﾚｲｸした時、自身に「ｽｷﾙﾀﾞﾒｰｼﾞ+30%」を1回行動終了するまで付与			Unique Translations 213	Unique Translations 214			-100				4	
25階	Floor 25	0		11000	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Sacred Orb	1	Holy Arbor Crystal	5	Lapis Papillion	5	Goldinite	5	敵がﾌﾞﾚｲｸした時、味方全員に「ｽｷﾙﾀﾞﾒｰｼﾞ+100%」を1回行動終了するまで付与	打属性攻撃時、自身に「状態異常付与率+10%」を3回付与	全体攻撃ｽｷﾙﾀﾞﾒｰｼﾞ+40%、全体攻撃ﾌﾞﾚｲｸﾀﾞﾒｰｼﾞ+50%	HP70%以上で攻撃時、ﾌﾞﾚｲｸ状態でない対象に「毒」を3回付与	Unique Translations 215	Unique Translations 216	Unique Translations 217	Unique Translations 218	-100				4	
26階	Floor 26	0		11300	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Gold Beehive	25	Cometstone	25	Solflower	25			敵がﾌﾞﾚｲｸした時、対象に「毒」を5回行動終了するまで低確率で付与				Unique Translations 219				-100				4	
27階	Floor 27	0		11400	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Gold Beehive	25	Arbor Ivy	25	Solflower	25			自身状態異常時、攻撃対象に「麻痺」を2回低確率で付与				Unique Translations 220				-100				4	
28階	Floor 28	0		11600	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Serenity Flower	25	Dragon Flower	25	Shining Sand	25			攻撃対象のHPが75%以上の時、ｽｷﾙﾀﾞﾒｰｼﾞ+100%	バーストスキルダメージ+50%			Unique Translations 221	Burst skill damage +50%			-100				4	
29階	Floor 29	0		11800	0												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							Gems	30	Trio Taun	25	Cometstone	25	Solflower	25			自身が対象に麻痺を付与する確率+100%	敵が麻痺状態の時、スキルダメージ+50%			Unique Translations 223	Unique Translations 224			-100				4	
